Time;Fp2-F4;F4-C4;C4-P4;P4-O2;C4-A1
44.472.656;323.413;108.822;-63.950;-0.8089;164.377
44.492.188;305.403;103.632;-60.287;20.299;172.314
44.511.719;285.256;99.054;-55.403;47.161;197.955
44.531.250;263.278;95.085;-48.687;71.886;236.722
44.550.781;242.521;92.643;-38.919;93.559;260.531
44.570.313;224.206;92.949;-26.709;110.653;273.046
44.589.844;209.249;96.612;-13.584;121.337;281.288
44.609.375;196.734;102.717;-0.0763;125.916;273.046
44.628.906;186.661;110.348;12.057;126.221;251.984
44.648.438;178.419;119.200;25.488;123.474;237.027
44.667.969;172.924;129.884;38.919;119.200;220.238
44.687.500;171.093;141.178;50.519;112.179;201.618
44.707.031;172.009;152.778;56.929;99.359;186.661
44.726.563;172.924;161.325;56.624;77.991;150.336
44.746.094;174.451;165.293;52.656;52.350;89.591
44.765.625;178.419;165.904;47.466;29.151;38.004
44.785.156;184.829;163.156;41.667;12.668;14.499
44.804.688;193.071;157.662;35.867;0.2900;22.741
44.824.219;200.092;150.031;29.457;-0.4426;38.004
44.843.750;203.449;140.568;21.215;-16.026;16.026
44.863.281;203.144;130.800;10.836;-34.035;-37.393
44.882.813;199.786;121.642;-0.0458;-56.929;-73.107
44.902.344;193.376;113.400;-13.278;-82.875;-84.096
44.921.875;184.219;105.464;-24.878;-107.601;-106.380
44.941.406;173.535;99.054;-33.730;-129.579;-159.799
44.960.938;161.630;93.254;-41.056;-148.504;-222.070
44.980.469;150.336;88.675;-45.940;-161.325;-250.763
45.000.000;141.178;87.149;-45.635;-161.020;-235.806
45.019.531;133.852;88.675;-41.972;-146.368;-193.987
45.039.063;126.221;89.896;-38.614;-125.916;-143.315
45.058.594;116.148;89.286;-38.004;-110.043;-97.833
45.078.125;103.632;88.065;-38.614;-102.106;-56.624
45.097.656;89.286;87.759;-37.698;-97.222;-12.973
45.117.188;73.413;88.065;-33.425;-89.591;28.236
45.136.719;57.540;89.286;-26.099;-76.465;54.182
45.156.250;44.414;92.949;-15.110;-56.013;63.645
45.175.781;32.509;99.359;-0.2289;-30.372;70.971
45.195.313;19.994;105.159;0.9921;-0.6563;67.002
45.214.844;0.6563;108.211;21.520;10.836;48.077
45.234.375;-0.5952;109.737;31.899;24.573;30.983
45.253.906;-16.026;110.958;40.751;34.951;15.720
45.273.438;-23.352;110.348;48.382;42.582;0.8089
45.292.969;-29.457;107.906;55.098;49.603;10.226
45.312.500;-36.477;103.632;60.287;56.319;12.973
45.332.031;-44.109;96.612;64.866;62.424;18.468
45.351.563;-51.435;86.538;68.834;67.613;22.436
45.371.094;-58.150;75.549;72.497;74.023;0.6868
45.390.625;-61.813;66.697;74.939;83.486;-34.341
45.410.156;-62.424;58.455;74.939;93.254;-86.844
45.429.688;-63.950;48.687;70.971;98.138;-123.779
45.449.219;-70.971;38.309;62.424;96.001;-127.442
45.468.750;-84.707;27.930;50.824;86.538;-109.432
45.488.281;-103.327;16.636;38.004;69.750;-92.643
45.507.813;-125.305;0.5037;25.488;48.382;-72.497
45.527.344;-149.725;-0.5647;15.110;27.015;-39.835
45.546.875;-176.587;-14.805;0.6563;0.7479;-19.383
45.566.406;-204.670;-22.131;-0.0153;-11.447;-27.320
45.585.938;-233.059;-28.846;-0.5647;-29.151;-38.919
45.605.469;-262.363;-34.341;-0.9921;-42.888;-47.772
45.625.000;-291.056;-38.004;-13.584;-52.045;-72.192
45.644.531;-316.392;-39.225;-16.026;-56.624;-103.632
45.664.063;-337.149;-38.309;-16.331;-57.234;-131.716
45.683.594;-353.938;-35.256;-16.331;-55.098;-171.093
45.703.125;-365.232;-30.372;-15.110;-48.993;-224.817
45.722.656;-369.200;-22.741;-12.668;-37.698;-266.941
45.742.188;-366.453;-12.363;-0.9921;-24.878;-279.457
45.761.719;-361.569;-0.3510;-0.9310;-15.415;-273.657
45.781.250;-362.179;0.0153;-10.226;-10.226;-261.142
45.800.781;-375.611;-0.1679;-11.447;-0.5647;-240.690
45.820.313;-403.388;-10.531;-12.668;0.1374;-230.006
45.839.844;-440.018;-25.794;-13.278;10.531;-240.690
45.859.375;-472.375;-43.193;-12.668;19.689;-244.963
45.878.906;-490.995;-57.540;-10.226;29.457;-227.564
45.898.438;-494.963;-66.392;-0.5647;42.888;-211.386
45.917.969;-492.216;-71.581;0.1068;61.813;-218.101
45.937.500;-489.469;-74.023;10.836;85.928;-234.890
45.957.031;-487.637;-73.107;21.520;113.400;-235.501
45.976.563;-483.669;-69.444;30.678;135.684;-216.575
45.996.094;-475.733;-63.950;34.951;140.263;-186.050
46.015.625;-463.217;-56.929;34.646;125.916;-147.283
46.035.156;-447.650;-47.161;34.951;107.295;-95.391
46.054.688;-430.250;-34.951;39.530;95.696;-41.056
46.074.219;-411.630;-21.520;47.466;89.591;-12.057
46.093.750;-391.178;-0.8700;56.624;86.844;-0.0763
46.113.281;-366.758;0.2595;65.476;87.454;23.046
46.132.813;-339.591;12.973;73.718;90.507;72.192
46.152.344;-309.676;23.046;82.265;98.748;136.600
46.171.875;-276.404;32.204;90.201;109.737;190.324
46.191.406;-240.995;40.140;96.306;117.369;197.955
46.210.938;-206.197;46.551;100.275;121.642;151.862
46.230.469;-173.840;51.435;102.411;125.305;101.801
46.250.000;-145.147;54.487;102.106;125.611;93.559
46.269.531;-119.811;54.487;96.917;116.453;125.000
46.289.063;-99.054;51.740;86.538;98.138;167.430
46.308.594;-81.960;47.161;74.634;78.907;194.292
46.328.125;-67.918;41.667;64.255;64.255;201.313
46.347.656;-56.319;37.393;57.234;56.624;202.839
46.367.188;-45.330;37.088;52.045;53.571;212.302
46.386.719;-31.593;40.446;48.687;52.350;221.764
46.406.250;-12.973;46.245;46.856;53.266;217.491
46.425.781;0.9310;52.961;48.687;60.287;208.028
46.445.313;33.730;59.676;53.571;71.276;197.955
46.464.844;55.403;64.560;57.845;79.518;184.829
46.484.375;72.192;67.002;59.066;79.212;180.861
46.503.906;84.096;67.002;56.624;67.613;192.766
46.523.438;92.949;67.613;52.961;50.214;201.007
46.542.969;101.801;72.192;52.961;40.751;191.545
46.562.500;114.927;81.349;58.761;44.719;171.398
46.582.031;132.937;92.338;67.613;55.708;136.600
46.601.563;153.694;103.022;75.855;63.339;101.801
46.621.094;175.366;112.179;80.739;63.034;92.033
46.640.625;195.818;118.895;83.486;58.761;91.422
46.660.156;212.302;123.474;85.623;54.792;92.033
46.679.688;226.343;126.221;85.623;51.129;113.095
46.699.219;237.637;127.442;81.960;47.466;139.042
46.718.750;243.437;125.916;74.328;40.751;149.420
46.738.281;242.521;120.726;64.255;27.930;158.883
46.757.813;236.416;112.179;54.182;13.584;167.735
46.777.344;228.175;101.190;45.635;0.0458;166.514
46.796.875;221.154;89.286;38.309;-12.668;172.619
46.816.406;216.270;78.602;33.425;-24.267;188.187
46.835.938;214.438;70.971;32.204;-28.236;190.629
46.855.469;215.049;66.697;34.035;-21.520;180.861
46.875.000;215.354;65.171;37.088;-0.4731;152.473
46.894.531;213.523;65.171;40.751;18.162;85.317
46.914.063;209.554;64.560;44.719;41.972;12.973
46.933.594;205.281;62.424;47.772;58.455;-16.026
46.953.125;201.313;58.455;48.993;67.002;-0.6868
46.972.656;199.786;54.487;48.993;73.718;0.0458
46.992.188;200.702;51.435;49.908;82.570;-11.447
47.011.719;202.839;51.129;51.435;91.422;-26.709
47.031.250;205.891;51.435;52.350;97.527;-29.762
47.050.781;210.165;51.740;52.656;102.717;-30.983
47.070.313;215.659;51.435;51.740;105.769;-59.371
47.089.844;219.628;48.993;47.772;100.885;-112.179
47.109.375;220.849;43.803;42.582;86.233;-133.242
47.128.906;219.933;39.225;38.614;68.834;-93.559
47.148.438;218.101;35.867;37.393;53.877;-31.899
47.167.969;214.744;34.035;38.614;43.193;0.8089
47.187.500;208.944;33.425;39.530;36.172;35.562
47.207.031;200.702;34.035;39.225;35.562;72.192
47.226.563;191.545;35.867;41.667;47.161;97.222
47.246.094;184.524;39.835;48.382;71.886;82.265
47.265.625;182.082;47.161;58.761;104.853;48.687
47.285.156;182.692;55.708;68.529;136.600;27.015
47.304.688;183.303;61.508;73.413;154.304;16.026
47.324.219;181.471;62.729;71.581;154.609;11.752
47.343.750;178.114;61.203;66.697;146.368;0.5037
47.363.281;174.756;58.761;60.897;140.568;-15.110
47.382.813;174.145;56.929;55.708;142.094;-34.646
47.402.344;176.893;56.319;51.129;149.725;-34.341
47.421.875;182.387;56.624;47.772;159.799;-22.436
47.441.406;187.271;56.319;43.803;164.988;-17.857
47.460.938;187.882;55.098;37.393;157.357;-26.709
47.480.469;183.608;53.266;30.067;138.736;-35.867
47.500.000;175.366;51.129;24.573;118.284;-29.762
47.519.531;166.819;49.603;21.215;101.801;-10.836
47.539.063;160.409;49.298;19.994;92.338;14.499
47.558.594;157.051;51.435;21.825;91.422;34.951
47.578.125;154.609;54.792;23.962;94.475;51.129
47.597.656;152.473;57.845;25.488;99.969;70.665
47.617.188;150.031;60.287;27.625;110.653;85.317
47.636.719;146.673;60.897;29.762;121.337;83.181
47.656.250;140.263;59.066;28.236;119.505;56.319
47.675.781;131.105;55.403;23.962;105.769;32.814
47.695.313;122.863;52.350;20.299;88.675;60.287
47.714.844;118.590;49.298;16.026;67.002;125.611
47.734.375;117.369;45.940;0.8394;36.477;179.640
47.753.906;117.674;42.888;-0.1374;0.3816;218.712
47.773.438;119.811;41.667;-0.8700;-17.857;260.226
47.792.969;122.863;42.582;-0.9005;-23.657;294.414
47.812.500;125.916;44.414;-0.5037;-19.994;304.487
47.832.031;128.053;45.940;-0.0153;-17.247;286.783
47.851.563;129.884;45.635;0.1068;-22.131;257.479
47.871.094;131.716;42.277;-0.1679;-33.425;230.922
47.890.625;133.242;36.783;-0.7479;-44.719;200.092
47.910.156;133.852;30.678;-13.278;-51.129;156.746
47.929.688;133.852;23.962;-18.162;-53.571;113.706
47.949.219;132.326;16.636;-23.657;-57.845;84.096
47.968.750;127.137;0.9310;-30.678;-68.529;56.013
47.988.281;120.116;0.5342;-37.088;-78.602;0.3510
48.007.813;114.316;0.6868;-38.309;-75.855;-86.233
48.027.344;111.874;12.668;-31.593;-52.961;-188.492
48.046.875;112.790;19.994;-20.299;-14.499;-239.774
48.066.406;114.621;27.015;-0.9921;25.488;-215.965
48.085.938;115.842;33.730;-0.1984;58.150;-166.819
48.105.469;113.706;38.919;0.4121;80.433;-143.010
48.125.000;109.737;42.277;10.531;95.391;-143.315
48.144.531;105.464;45.330;18.468;108.211;-157.051
48.164.063;102.411;46.856;23.962;113.095;-182.998
48.183.594;97.527;44.719;19.994;96.917;-196.123
48.203.125;87.149;38.004;0.6868;62.729;-182.692
48.222.656;73.413;27.625;-0.7784;26.404;-162.851
48.242.188;59.371;15.415;-18.468;0.1984;-133.242
48.261.719;48.687;0.5342;-20.604;-0.1679;-88.980
48.281.250;42.582;0.0763;-14.499;15.720;-46.551
48.300.781;41.361;0.0763;-0.3205;45.635;-11.752
48.320.313;43.193;0.2289;0.8394;73.413;0.5952
48.339.844;43.803;0.2595;15.110;89.896;-0.5342
48.359.375;42.582;0.2289;14.805;94.475;-35.562
48.378.906;40.140;0.1984;11.447;92.949;-62.729
48.398.438;37.393;0.1374;0.8089;87.454;-66.087
48.417.969;33.120;-0.0153;0.1679;74.634;-38.919
48.437.500;26.709;-0.1984;-0.8089;55.098;0.3510
48.457.031;19.078;-0.3205;-20.910;30.372;43.803
48.476.563;11.447;-0.4426;-34.341;0.3205;69.444
48.496.094;0.3510;-0.4731;-43.803;-16.941;76.465
48.515.625;-0.2595;-0.3205;-46.856;-24.267;68.223
48.535.156;-0.6258;-0.1374;-45.024;-18.773;47.772
48.554.688;-0.9005;-0.0153;-41.056;-0.3510;14.499
48.574.219;-10.836;0.0153;-36.783;17.552;-21.825
48.593.750;-13.584;-0.1068;-33.730;37.393;-43.498
48.613.281;-17.857;-0.4121;-32.204;48.993;-58.761
48.632.813;-22.436;-0.9005;-31.899;52.045;-70.360
48.652.344;-25.794;-14.194;-33.425;45.940;-63.950
48.671.875;-27.625;-18.773;-38.004;30.372;-70.971
48.691.406;-30.372;-21.215;-43.498;10.531;-119.200
48.710.938;-34.951;-22.131;-48.687;-0.7479;-168.651
48.730.469;-39.225;-20.604;-50.824;-19.689;-172.924
48.750.000;-42.582;-16.941;-49.603;-26.404;-135.379
48.769.531;-47.161;-12.057;-46.245;-30.678;-90.201
48.789.063;-53.877;-0.5952;-41.056;-30.372;-58.455
48.808.594;-59.676;0.1679;-31.899;-17.857;-43.498
48.828.125;-62.729;11.447;-17.857;10.836;-58.150
48.847.656;-64.560;20.299;-0.3816;44.414;-96.917
48.867.188;-68.529;23.352;0.1068;58.761;-125.000
48.886.719;-74.328;19.383;-0.4121;47.161;-128.358
48.906.250;-79.823;12.363;-14.194;28.541;-116.148
48.925.781;-84.096;0.6563;-23.352;19.078;-91.117
48.945.313;-89.591;0.2289;-31.899;16.331;-49.908
48.964.844;-96.917;-0.2595;-41.667;12.363;-0.3816
48.984.375;-103.022;-0.9005;-52.961;0.4426;32.509
49.003.906;-106.685;-14.194;-62.424;-0.6563;57.234
49.023.438;-106.380;-16.026;-67.918;-19.994;69.444
49.042.969;-99.664;-13.278;-69.444;-30.372;66.392
49.062.500;-86.844;-0.4426;-66.087;-31.288;52.045
49.082.031;-71.276;0.8700;-59.066;-19.994;29.762
49.101.563;-61.508;21.215;-50.214;0.0153;0.2595
49.121.094;-64.255;27.930;-42.888;25.794;-32.509
49.140.625;-79.518;27.015;-39.835;50.519;-97.527
49.160.156;-99.664;21.215;-39.835;70.665;-176.893
49.179.688;-114.927;15.415;-41.361;85.317;-212.607
49.199.219;-120.116;12.057;-43.193;92.643;-180.861
49.218.750;-117.369;10.226;-45.330;89.896;-108.211
49.238.281;-112.485;0.9005;-48.382;76.770;-29.457
49.257.813;-110.348;0.7173;-50.519;59.676;22.436
49.277.344;-110.653;0.7173;-48.382;51.740;35.562
49.296.875;-109.127;10.226;-40.446;57.845;32.204
49.316.406;-101.190;16.331;-30.678;67.002;49.298
49.335.938;-87.149;23.352;-22.436;70.055;101.801
49.355.469;-71.581;29.151;-15.720;67.308;161.935
49.375.000;-60.287;31.288;-11.752;57.845;200.397
49.394.531;-56.013;29.151;-11.752;40.751;231.227
49.414.063;-57.234;23.962;-15.415;20.604;265.720
49.433.594;-59.066;17.552;-19.994;0.3510;275.183
49.453.125;-59.371;12.668;-24.267;-0.7173;244.963
49.472.656;-56.929;0.9615;-26.099;-11.752;190.018
49.492.188;-52.656;0.7479;-26.404;-11.752;137.821
49.511.719;-48.077;0.5647;-25.794;-0.9310;103.632
49.531.250;-44.414;0.3816;-26.404;-0.5952;82.570
49.550.781;-41.361;0.0458;-32.204;-0.9005;88.980
49.570.313;-39.530;-0.5037;-45.024;-29.457;120.726
49.589.844;-38.614;-13.278;-59.676;-63.950;139.347
49.609.375;-37.698;-20.299;-69.444;-96.612;129.884
49.628.906;-36.477;-22.741;-73.107;-116.453;110.043
49.648.438;-35.562;-21.520;-74.023;-125.305;110.958
49.667.969;-36.172;-19.078;-74.328;-128.053;141.178
49.687.500;-36.783;-16.331;-71.276;-121.337;170.482
49.707.031;-36.172;-12.973;-63.339;-103.632;176.282
49.726.563;-34.035;-0.9615;-52.350;-80.433;156.136
49.746.094;-32.204;-0.7173;-41.056;-57.540;105.159
49.765.625;-31.593;-0.5952;-31.288;-38.309;28.236
49.785.156;-31.899;-0.7784;-25.488;-27.930;-57.845
49.804.688;-33.730;-12.363;-26.404;-32.509;-135.073
49.824.219;-38.004;-18.773;-32.814;-46.856;-186.966
49.843.750;-43.498;-26.099;-40.446;-59.066;-219.017
49.863.281;-48.687;-33.730;-47.466;-66.697;-258.089
49.882.813;-51.435;-41.056;-53.266;-72.497;-320.665
49.902.344;-51.129;-46.551;-56.319;-75.244;-383.547
49.921.875;-48.687;-47.772;-57.234;-75.855;-412.241
49.941.406;-45.940;-44.719;-56.624;-75.244;-423.230
49.960.938;-41.667;-38.309;-51.129;-67.002;-447.039
49.980.469;-35.256;-29.762;-39.530;-48.687;-479.090
50.000.000;-46.551;0.1984;-28.236;-19.078;-524.573
50.019.531;-43.193;10.226;-17.552;-0.4121;-506.563
50.039.063;-42.888;16.941;-12.363;-0.1068;-446.123
50.058.594;-45.330;21.825;-10.226;-0.5647;-353.022
50.078.125;-49.298;26.404;-10.836;-12.057;-261.447
50.097.656;-53.571;29.762;-14.499;-18.468;-201.618
50.117.188;-57.234;31.593;-20.910;-27.015;-169.261
50.136.719;-59.982;31.288;-28.846;-41.056;-161.020
50.156.250;-63.034;27.930;-36.477;-59.982;-175.672
50.175.781;-66.087;23.046;-44.109;-80.128;-198.260
50.195.313;-67.918;18.468;-50.824;-97.222;-209.860
50.214.844;-68.223;16.941;-54.792;-104.548;-193.376
50.234.375;-70.055;18.468;-53.877;-98.443;-159.799
50.253.906;-74.939;22.436;-48.687;-83.181;-128.053
50.273.438;-81.960;28.846;-42.582;-67.918;-128.358
50.292.969;-88.065;35.867;-37.698;-54.182;-191.850
50.312.500;-92.033;43.803;-34.035;-38.309;-269.689
50.332.031;-95.085;51.129;-30.067;-20.910;-311.203
50.351.563;-99.664;57.234;-27.625;-0.7784;-335.928
50.371.094;-104.548;62.118;-27.015;-0.1068;-362.790
50.390.625;-108.822;65.781;-27.320;0.0153;-391.483
50.410.156;-114.011;66.697;-29.457;-0.4426;-414.988
50.429.688;-122.253;63.645;-36.172;-17.857;-437.271
50.449.219;-132.021;56.929;-45.024;-35.867;-465.659
50.468.750;-139.347;49.603;-51.740;-49.298;-477.259
50.488.281;-143.620;42.582;-56.319;-54.487;-455.281
50.507.813;-146.673;35.867;-61.813;-56.929;-441.850
50.527.344;-149.725;29.457;-68.529;-62.729;-487.027
50.546.875;-150.641;25.488;-74.023;-64.255;-553.266
50.566.406;-146.978;24.878;-77.076;-50.824;-545.024
50.585.938;-139.652;27.015;-79.212;-25.183;-448.565
50.605.469;-132.937;30.067;-83.791;0.0153;-334.402
50.625.000;-131.410;29.762;-91.728;11.752;-240.385
50.644.531;-134.463;25.794;-100.275;0.8700;-170.482
50.664.063;-139.957;19.383;-106.074;-0.5037;-142.399
50.683.594;-147.283;12.363;-107.906;-23.657;-153.083
50.703.125;-156.136;0.6563;-106.990;-41.361;-167.125
50.722.656;-164.988;0.4731;-101.801;-54.182;-156.136
50.742.188;-172.314;0.6563;-90.812;-58.455;-127.747
50.761.719;-179.640;10.531;-76.770;-51.740;-88.675
50.781.250;-188.797;15.110;-65.171;-42.277;-31.899
50.800.781;-199.176;17.857;-58.455;-38.919;0.8394
50.820.313;-208.944;18.468;-54.792;-39.530;-12.668
50.839.844;-218.101;18.162;-52.350;-38.614;-112.790
50.859.375;-225.122;17.857;-52.350;-38.919;-299.603
50.878.906;-229.090;17.857;-55.098;-45.940;-472.070
50.898.438;-229.090;18.468;-59.066;-59.676;-483.669
50.917.969;-227.564;18.468;-64.255;-74.328;-372.863
50.937.500;-227.564;16.026;-71.276;-90.201;-250.458
50.957.031;-229.701;11.142;-81.044;-109.432;-147.589
50.976.563;-232.753;0.5037;-92.033;-128.663;-93.254
50.996.094;-237.637;-0.0153;-101.801;-140.568;-103.632
51.015.625;-243.132;-0.3816;-109.127;-140.568;-134.158
51.035.156;-245.879;-0.5037;-112.179;-131.105;-131.410
51.054.688;-244.658;-0.5647;-110.653;-118.895;-85.928
51.074.219;-241.911;-0.6563;-105.159;-106.685;-27.015
51.093.750;-240.995;-0.6258;-95.696;-92.949;0.6868
51.113.281;-241.300;-0.2900;-84.707;-80.433;0.0458
51.132.813;-241.300;-0.0153;-75.855;-73.413;-59.066
51.152.344;-241.300;0.0153;-69.444;-71.276;-181.777
51.171.875;-242.521;-0.0153;-63.950;-74.328;-294.109
51.191.406;-244.963;-0.1679;-58.761;-82.265;-312.118
51.210.938;-248.016;-0.4121;-55.098;-94.475;-273.657
51.230.469;-250.763;-0.7173;-55.403;-113.706;-258.700
51.250.000;-251.068;-10.531;-57.845;-135.684;-279.151
51.269.531;-249.237;-12.057;-60.897;-150.641;-295.635
51.289.063;-246.490;-11.142;-63.339;-151.252;-276.709
51.308.594;-243.742;-0.8394;-64.560;-139.042;-239.469
51.328.125;-240.995;-0.5342;-66.392;-123.779;-226.038
51.347.656;-238.858;-0.5037;-70.360;-116.148;-225.427
51.367.188;-238.858;-0.7784;-76.160;-115.537;-198.871
51.386.719;-240.385;-12.668;-78.297;-113.400;-153.694
51.406.250;-241.911;-17.247;-74.939;-104.243;-110.348
51.425.781;-242.521;-19.994;-69.139;-87.149;-63.645
51.445.313;-242.521;-21.520;-63.950;-65.781;-0.9921
51.464.844;-245.269;-23.657;-62.424;-52.045;38.004
51.484.375;-253.816;-27.625;-66.087;-51.435;64.866
51.503.906;-267.247;-33.120;-70.971;-57.234;68.529
51.523.438;-281.593;-39.530;-72.802;-61.203;56.319
51.542.969;-292.277;-44.414;-70.971;-58.455;32.204
51.562.500;-296.856;-45.635;-67.002;-48.382;-11.142
51.582.031;-298.687;-43.193;-64.255;-36.783;-81.654
51.601.563;-299.908;-39.530;-64.866;-29.151;-167.735
51.621.094;-299.908;-37.698;-69.444;-27.320;-251.068
51.640.625;-300.214;-36.477;-76.465;-28.236;-308.455
51.660.156;-304.182;-34.341;-85.623;-30.067;-326.160
51.679.688;-310.897;-32.204;-96.612;-35.562;-324.328
51.699.219;-317.613;-31.288;-106.380;-42.582;-313.645
51.718.750;-322.802;-34.035;-111.569;-46.551;-269.383
51.738.281;-325.855;-38.919;-112.485;-48.077;-182.082
51.757.813;-319.750;-44.109;-111.569;-49.908;-80.128
51.777.344;-294.414;-48.382;-109.737;-52.045;0.6563
51.796.875;-262.973;-52.656;-106.990;-52.656;51.129
51.816.406;-251.068;-57.234;-103.632;-51.129;50.519
51.835.938;-262.363;-61.813;-99.054;-49.603;47.772
51.855.469;-287.088;-66.087;-93.559;-48.382;63.339
51.875.000;-317.918;-69.444;-88.980;-48.382;72.802
51.894.531;-345.391;-74.328;-88.065;-49.298;61.203
51.914.063;-356.380;-83.791;-90.507;-49.298;26.099
51.933.594;-349.054;-95.391;-92.949;-47.466;-35.562
51.953.125;-339.591;-104.853;-92.949;-43.803;-101.801
51.972.656;-342.338;-108.822;-88.370;-36.172;-154.915
51.992.188;-355.769;-106.380;-79.518;-23.657;-208.639
52.011.719;-371.947;-99.969;-69.139;-0.9310;-247.711
52.031.250;-382.937;-92.643;-58.455;0.4426;-233.059
52.050.781;-387.210;-86.844;-49.908;14.805;-176.893
52.070.313;-389.347;-84.096;-46.245;14.194;-138.431
52.089.844;-392.094;-85.928;-47.772;0.2595;-153.388
52.109.375;-393.315;-92.338;-51.129;-12.668;-201.923
52.128.906;-394.841;-99.359;-54.792;-28.541;-237.027
52.148.438;-400.031;-100.885;-56.013;-38.309;-237.943
52.167.969;-406.746;-95.696;-53.571;-34.951;-213.828
52.187.500;-413.462;-88.980;-50.519;-25.794;-165.293
52.207.031;-421.703;-83.181;-51.129;-24.573;-86.538
52.226.563;-429.029;-81.044;-56.319;-35.256;0.1374
52.246.094;-429.640;-86.538;-63.034;-49.603;67.613
52.265.625;-420.482;-99.359;-68.223;-59.982;114.011
52.285.156;-396.368;-114.011;-70.055;-63.645;161.630
52.304.688;-362.485;-125.000;-70.360;-63.339;217.491
52.324.219;-346.612;-130.189;-68.834;-60.897;266.636
52.343.750;-361.874;-129.884;-65.781;-56.013;281.593
52.363.281;-390.263;-126.526;-62.424;-47.772;245.269
52.382.813;-418.346;-123.474;-59.982;-41.972;175.977
52.402.344;-445.208;-122.863;-59.982;-44.109;93.864
52.421.875;-472.985;-124.389;-62.424;-51.435;-0.9005
52.441.406;-500.763;-128.053;-66.087;-58.761;-111.569
52.460.938;-517.552;-132.326;-70.665;-65.476;-161.935
52.480.469;-509.005;-136.294;-75.244;-71.886;-152.778
52.500.000;-490.079;-140.263;-79.518;-78.602;-117.979
52.519.531;-485.501;-146.368;-85.317;-87.454;-96.306
52.539.063;-477.869;-156.746;-92.643;-95.696;-114.621
52.558.594;-439.713;-172.009;-99.359;-99.054;-182.387
52.578.125;-400.641;-189.103;-102.717;-92.643;-281.593
52.597.656;-400.336;-203.755;-102.411;-76.465;-371.947
52.617.188;-432.082;-215.965;-100.885;-60.897;-421.398
52.636.719;-465.049;-231.227;-103.327;-59.982;-465.659
52.656.250;-461.691;-255.037;-111.264;-74.634;-561.203
52.675.781;-401.252;-286.172;-121.642;-96.612;-657.967
52.695.313;-310.897;-319.444;-132.326;-116.758;-676.587
52.714.844;-239.774;-349.664;-142.399;-132.021;-619.506
52.734.375;-206.502;-373.779;-151.862;-145.757;-517.247
52.753.906;-199.786;-392.399;-160.104;-158.883;-407.967
52.773.438;-189.408;-413.767;-168.040;-171.703;-339.286
52.792.969;-111.264;-454.670;-178.419;-184.219;-323.413
52.812.500;53.266;-513.584;-191.239;-192.460;-340.812
52.832.031;192.460;-555.708;-197.039;-186.661;-397.894
52.851.563;193.071;-550.214;-187.882;-164.072;-492.827
52.871.094;63.034;-501.068;-164.988;-132.631;-568.529
52.890.625;-130.495;-430.556;-136.294;-104.243;-608.517
52.910.156;-312.729;-360.653;-110.348;-89.286;-639.652
52.929.688;-432.692;-306.013;-92.033;-90.507;-651.252
52.949.219;-505.647;-271.215;-81.654;-101.496;-634.463
52.968.750;-569.139;-253.816;-76.160;-114.011;-573.718
52.988.281;-612.485;-246.490;-71.581;-121.642;-451.007
53.007.813;-572.497;-249.237;-67.918;-125.916;-302.961
53.027.344;-429.945;-264.805;-68.834;-131.716;-187.576
53.046.875;-291.667;-283.120;-72.497;-135.073;-112.179
53.066.406;-280.067;-288.614;-70.360;-128.358;-60.592
53.085.938;-386.905;-278.541;-59.371;-106.685;-45.330
53.105.469;-514.499;-266.026;-42.582;-69.444;-73.413
53.125.000;-563.339;-266.636;-27.625;-23.657;-125.916
53.144.531;-498.016;-286.172;-20.604;12.363;-202.228
53.164.063;-414.072;-308.761;-23.352;24.267;-302.350
53.183.594;-427.808;-313.339;-32.509;0.7784;-367.063
53.203.125;-542.582;-297.466;-42.582;-26.099;-357.601
53.222.656;-689.103;-271.215;-48.993;-61.203;-301.435
53.242.188;-804.487;-244.353;-51.435;-86.844;-238.248
53.261.719;-862.179;-220.543;-50.519;-99.969;-190.324
53.281.250;-878.663;-198.871;-47.466;-102.106;-146.978
53.300.781;-888.126;-178.724;-44.109;-100.580;-96.306
53.320.313;-899.725;-159.493;-40.140;-103.327;-52.961
53.339.844;-903.999;-141.178;-34.035;-110.043;-34.646
53.359.375;-897.894;-123.168;-26.404;-116.758;-43.803
53.378.906;-883.547;-108.516;-20.910;-121.642;-54.792
53.398.438;-863.400;-100.885;-21.215;-127.747;-51.435
53.417.969;-832.570;-99.054;-27.015;-136.905;-48.077
53.437.500;-769.689;-103.022;-36.783;-147.589;-46.551
53.457.031;-671.093;-114.621;-46.856;-156.746;-44.109
53.476.563;-570.055;-132.326;-53.266;-162.546;-69.750
53.496.094;-492.216;-150.336;-59.676;-169.261;-133.852
53.515.625;-439.103;-163.156;-69.139;-177.198;-182.387
53.535.156;-407.967;-171.398;-79.518;-183.608;-182.082
53.554.688;-396.368;-177.503;-86.538;-187.576;-163.767
53.574.219;-402.473;-178.724;-89.896;-190.324;-161.020
53.593.750;-423.535;-171.398;-87.759;-188.492;-173.535
53.613.281;-451.007;-155.220;-79.823;-177.503;-177.503
53.632.813;-468.407;-139.652;-68.529;-161.630;-173.535
53.652.344;-465.659;-134.463;-59.371;-152.167;-178.724
53.671.875;-444.902;-140.568;-57.540;-157.357;-191.239
53.691.406;-405.220;-153.999;-61.813;-175.061;-199.176
53.710.938;-334.096;-171.398;-67.002;-195.818;-214.133
